home_scoring_strength,away_scoring_strength,home_shot_efficiency,away_shot_efficiency,home_relative_win_rate,home_ppg,away_relative_win_rate,away_ppg,home_elo_rating,away_elo_rating,elo_diff,home_attack_style,away_attack_style,style_compatibility,home_performance_variance,away_performance_variance,FTR,Season,HomeTeam,AwayTeam,Date
0.6800286327845383,1.934826883910387,0.5263157894736842,0.4444444444444444,0.5789473684210527,1.3333333333333333,0.2631578947368421,1.0,1464.939521426747,1543.1096318639613,-78.17011043721436,0.8907262188885101,0.6499800444723188,0.5789542673658142,1.1547005383792517,0.0,H,200506,Bolton,Portsmouth,2005-09-24
0.6800286327845383,0.0,0.6666666666666666,0.4444444444444444,0.9473684210526315,3.0,0.21052631578947367,0.3333333333333333,1474.8774556095127,1525.8376970232694,-50.96024141375665,1.4575519945448348,0.3249900222361594,0.47368985511748435,1.5275252316519468,0.5773502691896258,H,200506,Chelsea,Aston Villa,2005-09-24
0.6800286327845383,0.0,0.16666666666666666,0.5714285714285714,0.5789473684210527,0.6666666666666666,0.21052631578947367,2.3333333333333335,1531.9597751743079,1473.4089946202323,58.55078055407557,0.647800886464371,0.8666400592964251,0.5614101986577592,0.5773502691896258,0.5773502691896258,H,200506,Newcastle,Man City,2005-09-24
1.3600572655690766,1.934826883910387,0.8,0.4,0.3157894736842105,1.0,0.2631578947368421,3.0,1472.281223782145,1516.5749398692471,-44.29371608710221,1.4575519945448348,0.8666400592964251,1.2631729469799582,0.5773502691896258,1.1547005383792517,A,200506,West Brom,Charlton,2005-09-24
0.0,1.934826883910387,0.5238095238095238,0.4,0.3684210526315789,1.3333333333333333,0.10526315789473684,0.0,1503.2871783089238,1430.7311770649235,72.5560012440003,1.6195022161609274,0.43332002964821253,0.701762748322199,1.1547005383792517,0.0,A,200506,Middlesbrough,Sunderland,2005-09-25
0.6800286327845383,0.0,0.4,0.5555555555555556,0.631578947368421,1.3333333333333333,0.05263157894736842,0.3333333333333333,1513.310645266464,1469.5553765291395,43.75526873732451,0.7287759972724174,0.8666400592964251,0.6315864734899791,1.1547005383792517,0.0,H,200506,Tottenham,Fulham,2005-09-26
1.3600572655690766,0.0,0.5238095238095238,0.42857142857142855,0.6842105263157895,1.3333333333333333,0.05263157894736842,0.6666666666666666,1488.7186490537538,1452.479850063926,36.23879898982773,1.6195022161609274,0.6499800444723188,1.0526441224832985,1.1547005383792517,0.5773502691896258,H,200506,Blackburn,West Brom,2005-10-01
1.3600572655690766,2.9022403258655807,0.5,0.5833333333333334,0.6842105263157895,1.3333333333333333,0.631578947368421,2.3333333333333335,1455.5597953952954,1523.6990079743118,-68.13921257901643,0.8907262188885101,1.1916300815325844,1.061416156837326,0.5773502691896258,1.1547005383792517,A,200506,Fulham,Man United,2005-10-01
0.0,0.0,0.5454545454545454,0.42857142857142855,0.2631578947368421,0.6666666666666666,0.3157894736842105,1.0,1460.080118904063,1493.207575565759,-33.12745666169599,0.8097511080804637,0.6499800444723188,0.5263220612416493,0.5773502691896258,1.7320508075688772,D,200506,Portsmouth,Newcastle,2005-10-01
1.3600572655690766,0.9674134419551935,0.5294117647058824,0.2857142857142857,0.3157894736842105,1.6666666666666667,0.2631578947368421,1.3333333333333333,1514.5630302544448,1545.2886508904771,-30.725620636032318,1.0526764405046027,1.408290096356691,1.4824738058306455,0.5773502691896257,1.5275252316519468,A,200506,Aston Villa,Middlesbrough,2005-10-02
0.6800286327845383,3.869653767820774,0.4166666666666667,0.625,0.47368421052631576,1.3333333333333333,0.3157894736842105,1.0,1514.5461185015224,1599.7498081094739,-85.20368960795145,1.1336515513126493,0.5416500370602657,0.6140424047819242,1.1547005383792517,0.5773502691896258,H,200506,Man City,Everton,2005-10-02
1.3600572655690766,0.0,0.3333333333333333,0.6666666666666666,0.7368421052631579,3.0,0.10526315789473684,1.6666666666666667,1507.507577067023,1437.7162485988592,69.79132846816378,1.295601772928742,0.21666001482410627,0.2807050993288796,1.1547005383792515,1.5275252316519468,H,200506,Arsenal,Birmingham,2005-10-02
0.6800286327845383,0.0,0.7647058823529411,0.6666666666666666,0.3684210526315789,1.3333333333333333,0.21052631578947367,2.3333333333333335,1513.1699171157848,1474.3100451498697,38.85987196591509,1.295601772928742,1.408290096356691,1.8245831456377175,0.5773502691896258,0.5773502691896258,H,200506,Wigan,Bolton,2005-10-02
3.4001431639226913,0.9674134419551935,0.4444444444444444,0.4,0.9473684210526315,3.0,0.21052631578947367,1.75,1611.9028453857136,1527.877361004439,84.02548438127451,1.3765768837367882,0.43332002964821253,0.596498336073869,1.2583057392117916,0.5773502691896257,H,200506,Chelsea,Bolton,2005-10-15
0.6800286327845383,0.0,0.25,0.2,0.7894736842105263,1.3333333333333333,0.3157894736842105,1.0,1502.3930812252827,1503.0558164423257,-0.662735217043064,1.538527105352881,0.43332002964821253,0.666674610906089,0.5773502691896258,0.9574271077563381,H,200506,Liverpool,Blackburn,2005-10-15
0.6800286327845383,0.9674134419551935,0.4666666666666667,0.4,0.3684210526315789,1.0,0.2631578947368421,0.75,1499.563480697909,1461.6010882396106,37.96239245829838,1.1336515513126493,0.9749700667084783,1.1052763286074636,1.0,0.5,D,200506,Middlesbrough,Portsmouth,2005-10-15
0.6800286327845383,2.9022403258655807,0.5,0.5625,0.05263157894736842,0.5,0.631578947368421,2.5,1453.550340487904,1536.6007033727285,-83.05036288482461,0.8907262188885101,1.6249501111807971,1.4473856684145356,0.0,1.2583057392117916,A,200506,Sunderland,Man United,2005-10-15
1.3600572655690766,0.0,0.625,0.4444444444444444,0.631578947368421,1.75,0.3157894736842105,0.75,1544.6049257608217,1424.8877150772253,119.71721068359648,0.5668257756563246,0.8666400592964251,0.4912339238255393,0.9574271077563382,0.5,H,200506,Tottenham,Everton,2005-10-15
1.3600572655690766,0.9674134419551935,0.6666666666666666,0.6666666666666666,0.3157894736842105,0.75,0.3157894736842105,0.3333333333333333,1438.142682675354,1527.387779148265,-89.24509647291097,0.40487555404023184,1.516620103768744,0.6140424047819241,0.5773502691896257,0.5773502691896258,H,200506,West Brom,Arsenal,2005-10-15
0.6800286327845383,0.0,0.46153846153846156,0.5833333333333334,0.3684210526315789,1.75,0.3157894736842105,1.0,1531.9743201404829,1491.6866062302115,40.28771391027135,0.9717013296965564,1.1916300815325844,1.1579085347316282,0.816496580927726,1.5,H,200506,Wigan,Newcastle,2005-10-15
0.0,0.9674134419551935,0.5555555555555556,0.2,0.3157894736842105,0.25,0.21052631578947367,0.25,1460.0921831173894,1459.0817153677256,1.0104677496638033,0.647800886464371,0.43332002964821253,0.2807050993288796,0.9574271077563381,0.5773502691896257,A,200506,Birmingham,Aston Villa,2005-10-16
1.3600572655690766,0.9674134419551935,0.7391304347826086,0.42857142857142855,0.47368421052631576,1.75,0.3684210526315789,1.6666666666666667,1520.336110588657,1524.3325411748071,-3.9964305861501543,1.7814524377770202,0.6499800444723188,1.1579085347316285,1.1547005383792515,1.0,H,200506,Man City,West Ham,2005-10-16
0.6800286327845383,0.9674134419551935,0.2,0.07142857142857142,0.42105263157894735,1.0,0.05263157894736842,0.25,1538.2706038662686,1442.6580999968787,95.61250386938991,1.1336515513126493,1.408290096356691,1.596510252433003,1.0,0.5,D,200506,Charlton,Fulham,2005-10-17
0.6800286327845383,1.934826883910387,0.375,0.5833333333333334,0.6842105263157895,1.75,0.10526315789473684,1.25,1463.342396850314,1533.9753710212692,-70.63297417095532,0.8907262188885101,0.3249900222361594,0.2894771336829071,1.1547005383792515,1.4142135623730951,H,200506,Blackburn,Birmingham,2005-10-22
